-1,162,162,162,-1,-1,-1,-1,-1,162,162,162,162,162,133,162,131,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,162,162,162,-1,-1
-1,133,162,162,-1,-1,-1,-1,162,162,162,162,134,162,162,131,162,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,162,162,162,162,162
-1,162,162,162,-1,-1,-1,-1,162,162,162,162,162,133,162,162,162,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,133,162,162,162,162,162,162
-1,162,162,162,-1,-1,-1,-1,162,136,162,162,162,162,162,162,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,-1,162,130,130,162,162,-1
-1,162,162,162,-1,-1,-1,-1,162,162,162,134,162,162,162,137,162,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,-1,162,130,134,162,133,-1
-1,162,162,162,-1,-1,-1,-1,-1,162,162,132,162,162,162,131,162,162,-1,134,-1,-1,-1,-1,-1,-1,-1,130,162,162,162,135,132,131,-1
-1,162,162,162,-1,-1,-1,-1,162,162,162,162,162,162,131,162,135,162,162,162,-1,-1,-1,-1,-1,-1,-1,-1,162,162,162,162,162,162,-1
-1,162,162,162,-1,-1,-1,-1,132,162,162,162,162,162,162,162,162,162,162,-1,-1,-1,-1,-1,-1,-1,132,-1,162,132,162,162,162,162,-1
-1,162,162,130,134,-1,-1,-1,162,-1,162,162,162,162,162,162,162,162,162,162,-1,-1,-1,-1,-1,-1,162,162,162,162,-1,162,131,162,-1
162,-1,162,136,-1,-1,-1,-1,162,-1,-1,162,162,134,134,162,162,162,130,162,-1,-1,-1,-1,-1,-1,162,-1,162,162,-1,162,162,162,-1
162,-1,-1,-1,-1,-1,-1,-1,-1,162,-1,162,162,162,-1,162,134,162,134,162,-1,-1,-1,-1,-1,-1,-1,-1,134,162,-1,-1,137,162,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,162,-1,162,162,162,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,162,130,-1,162,133,162,-1
-1,-1,-1,133,-1,-1,-1,-1,-1,-1,162,131,133,162,162,134,162,131,131,-1,-1,-1,-1,-1,-1,-1,-1,134,162,162,162,162,162,162,-1
-1,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,162,162,132,162,-1
-1,162,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,137,162,162,162,-1
-1,-1,162,162,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,162,162,162,162,162,162,-1,-1
162,162,131,162,162,162,162,162,130,162,162,-1,-1,-1,-1,-1,-1,-1,162,162,162,133,162,162,-1,-1,-1,-1,162,162,162,-1,-1,-1,-1
134,162,-1,-1,-1,-1,-1,-1,-1,162,135,-1,-1,-1,-1,-1,-1,-1,162,162,130,162,162,162,162,131,162,162,162,162,162,162,162,133,-1
